,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
10,13117.6,10529.6,10654.5,11795.9,8987.0,13137.5,3239.5,1776.0,3862.2,1476.2,0.0,4111.3,8004.0,6872.7,15076.7,4917.1,13731.6,2794.2,11918.6,11483.5,11519.4,10397.3,5923.7,5628.2,5208.2,7539.6,8839.3,7072.5,9537.8,5552.1,8966.9,18495.3,4271.4,11300.5,10046.5,9233.1,3207.2,2395.3,11074.0,3716.5,5047.4,9933.5,3186.4,2593.6,3195.0,2846.2,7113.8,9062.3,12005.6,6217.7,11908.6,10195.3,8977.7,9361.9,7853.1,8990.3,13393.5,14929.9,4911.2,4657.4,11254.5,1995.6,3659.4,5722.6,5489.4,5423.1,2138.1,2056.8,1912.8,2497.0
11,8177.1,14135.8,15347.8,6855.4,4525.2,9050.2,2496.4,3095.7,2124.4,4112.0,4111.3,0.0,3005.4,9047.0,11339.9,9823.4,9994.8,6641.2,7289.1,6661.5,5817.4,5479.3,3365.0,4214.3,2243.0,1755.1,5675.5,1745.0,5801.1,3220.4,5230.1,14758.5,5598.1,7563.7,5763.8,6444.0,4119.5,5743.5,7168.5,7127.9,11028.2,6196.7,4090.6,3497.8,2487.2,1298.6,11231.9,3924.0,12349.6,2287.1,16019.2,6475.4,5240.9,12916.6,11971.2,5253.5,8541.3,11193.2,5952.8,993.4,7517.7,2107.1,2844.5,4907.7,4674.5,10644.8,5985.1,3306.2,5824.2,3409.2
12,8961.9,15969.7,17181.7,7640.2,2886.8,4446.3,4660.7,7197.4,3957.5,6331.5,8004.0,3005.4,0.0,9560.1,8148.1,12117.9,6803.0,10188.8,8062.2,7789.5,4590.9,4392.2,2140.0,3637.0,2336.2,1848.2,4017.0,1718.5,2609.3,2310.5,2038.3,11566.7,9593.3,4371.9,4720.7,4663.8,7560.3,9184.2,5988.9,10327.1,12256.1,3004.9,6041.7,5448.9,3984.4,4277.7,13255.1,1621.9,9157.8,1798.9,16532.2,5432.3,1529.4,13429.6,14712.9,2061.7,8874.7,8001.4,7852.1,2784.0,4325.9,6995.9,4522.4,3650.6,3417.4,11157.9,9532.8,6746.9,9245.2,6256.0
13,15167.9,10137.7,11215.3,13846.2,12233.9,15187.8,10730.1,7927.7,10358.1,7687.9,6872.7,9047.0,9560.1,0.0,18382.9,5493.3,17037.8,5509.2,18297.0,18024.4,14825.7,14627.0,12387.2,12108.3,11333.9,10845.9,14431.9,10378.8,12844.1,12557.8,12273.1,21801.5,2836.1,14606.8,14955.5,15077.2,3468.9,4563.7,16223.7,4366.1,5631.5,13239.7,5113.4,5859.1,6839.7,8420.0,6245.4,12368.5,19392.6,9523.9,10739.8,15667.1,12283.9,7269.0,8261.5,12296.6,1570.6,18236.2,3031.6,9104.9,14560.8,7564.8,12347.5,13897.9,13664.6,5033.1,6456.7,5228.4,5344.2,4594.3
14,17617.5,23042.4,24254.4,16295.9,6681.8,2787.4,9940.0,11275.7,9545.7,11479.7,15076.7,11339.9,8148.1,18382.9,0.0,16111.1,1503.5,13813.5,1453.1,2171.0,2990.0,3728.9,5585.1,7183.0,10379.6,9891.6,5070.6,9761.9,4989.0,6170.1,7134.8,6221.2,17329.2,5599.7,3797.2,4421.0,15296.1,16920.0,2589.7,18063.0,17316.0,5741.5,13777.5,13184.7,12162.4,12455.7,17519.6,7701.4,1320.2,10524.5,24268.1,3567.4,7616.8,21165.5,18258.9,6484.3,17671.5,1311.7,15588.0,10961.9,5553.7,14731.7,9011.7,6187.2,6069.0,18893.7,13321.1,14482.8,13434.7,13991.9
15,17725.6,4927.0,6569.6,16404.0,12453.4,17745.6,7621.1,5809.6,8565.9,4931.5,4917.1,9823.4,12117.9,5493.3,16111.1,0.0,18215.6,2499.8,15487.6,15052.4,15025.2,13966.3,11825.4,9197.2,11027.2,11283.5,12408.3,11556.5,14021.8,11454.1,13450.8,22979.2,3457.0,15784.5,13615.5,12802.1,4714.1,3349.2,14642.9,1916.3,968.4,14417.4,6291.1,7036.8,8017.5,7365.1,2391.7,13546.3,15574.6,10701.6,7935.3,13764.2,13461.7,4789.4,3479.9,13474.3,17877.5,19413.9,5033.3,10282.6,15738.5,6514.4,9484.9,11430.6,10747.6,2472.9,3456.5,5296.0,3083.7,6126.5
16,16272.4,21697.3,22909.3,14950.8,4521.7,1371.0,11677.9,12925.0,11305.9,14546.8,13731.6,9994.8,6803.0,17037.8,1503.5,18215.6,0.0,16421.2,1412.7,1649.7,2227.6,3601.8,7585.1,7142.6,8876.1,8388.1,5030.2,8258.4,3888.3,8239.6,5631.3,5368.7,15825.7,4096.2,3737.8,4380.6,13792.6,15416.5,2488.7,16559.5,18488.4,4238.0,12274.0,11681.2,10658.8,10952.2,19487.4,6197.9,1789.2,9021.0,22764.5,3527.0,6113.3,19662.0,18218.5,4980.8,16168.0,1303.6,14084.5,9458.4,4050.2,13228.2,11844.6,6146.8,6028.5,17390.2,15765.1,12979.2,15477.6,12488.4
17,15796.6,8381.9,8506.8,14475.0,10155.8,15816.6,4761.0,3686.7,5383.7,2808.7,2794.2,6641.2,10188.8,5509.2,13813.5,2499.8,16421.2,0.0,14251.8,13816.6,13789.4,12730.4,10589.5,7961.4,9791.4,10047.6,11172.4,10031.9,13219.9,10218.3,12648.9,22177.3,3116.4,14982.5,12379.7,11566.2,3437.0,2072.0,13407.1,2344.8,2438.0,13615.5,5489.2,6234.9,7215.5,6210.1,3861.3,12744.3,14338.7,9899.7,9828.9,12528.4,12659.7,6259.0,4949.5,12672.3,17075.5,15565.1,3756.1,9480.7,14936.5,5237.3,8249.1,10194.8,9511.8,3942.5,2016.0,4018.8,1806.6,4849.4
18,16594.6,20399.5,20524.4,15272.9,3904.1,1703.4,9146.2,10481.9,8751.9,10686.0,11918.6,7289.1,8062.2,18297.0,1453.1,15487.6,1412.7,14251.8,0.0,1322.7,2141.8,2880.7,4736.8,6472.9,9534.5,9046.5,4360.5,8916.8,4140.8,5321.9,6289.7,5368.7,16484.0,4754.6,2948.9,3710.9,14451.0,13669.0,1741.5,17217.9,16605.9,4896.4,12932.4,12339.6,11317.2,11610.5,16809.6,6856.2,1382.6,9679.4,23422.9,2857.3,6771.6,20320.4,17548.8,5639.2,16826.3,1570.3,14742.8,10116.8,4708.6,13886.6,8301.6,5477.1,5358.9,18048.6,12611.0,13637.6,12724.6,13146.7
19,14226.3,22683.9,20089.2,12904.6,3276.5,1430.7,8711.0,10046.7,8316.8,10250.8,11483.5,6661.5,7789.5,18024.4,2171.0,15052.4,1649.7,13816.6,1322.7,0.0,1638.5,2381.7,4237.9,5989.8,5453.7,5878.9,3481.7,9239.6,3583.0,4822.9,6612.6,5592.4,16806.9,2728.2,2450.0,2832.1,14773.8,13185.9,1242.5,17540.7,16122.8,3578.7,13255.2,12662.4,11640.1,11933.4,16326.5,4591.3,1876.3,10002.2,23745.8,2374.3,4506.7,20643.2,17065.8,5962.0,17149.2,2197.9,15065.7,10439.7,2740.5,14209.4,7818.5,4994.0,4875.8,18371.4,12127.9,13960.5,12241.6,13469.6
